1	790.1499602	-29.86792282
2	916.2386032	-73.00326369
3	614.4978373	-77.2924077
4	449.5991911	-79.74729335
5	357.8050219	-80.37447827
6	296.8657784	-81.70430751
7	253.2991357	-81.9491537
8	221.1389895	-82.90529671
9	196.5712363	-83.22161235
10	176.1592794	-84.07918183
11	161.7220165	-89.58272683
12	147.8319183	-90.73626635
13	136.1355165	-90.89058963
14	126.4495979	-91.64074137
15	117.3970259	-91.99568567
16	109.9601711	-92.75150027
17	103.744817	-92.93486763
18	97.37797124	-93.83535055
19	92.13636705	-93.72219383
20	87.33151059	-94.64825042
21	83.10949895	-94.51875151
22	78.31753111	-95.21993771
23	73.96710325	-94.53624108
24	71.33518874	-93.64590728
25	70.71463013	-93.01867403
26	69.97794782	-94.23788132
27	68.4434473	-95.59252532
28	66.59454809	-97.08307076
29	64.24380399	-98.3708849
30	61.97887008	-99.48229077
31	58.94978092	-103.4702801
36	49.93623788	-106.9338157
41	43.5867851	-109.6016033
46	38.63038593	-112.8137875
51	34.55948891	-115.7657268
56	31.19870867	-118.7042959
61	28.39508318	-121.4948067
66	26.05650846	-124.1868595
71	23.99174462	-126.7714919
76	22.202883	-129.4207496
81	20.69727526	-131.9390686
86	19.29136015	-134.6318145
91	18.0748929	-137.1587871
96	17.09874435	-139.3736844
101	16.42297938	-142.0134563
111	14.14302829	-145.8624145
121	12.80180375	-149.4431695
131	11.64085442	-152.8628105
141	11.29079041	-156.2293544
151	10.4040428	-163.1378387
161	9.61374594	-167.60998
171	8.940771544	-172.8678711
181	8.276268512	-177.2919374
191	7.78682222	-181.8374216
200	7.224941098	-186.9719348
201	7.48565866	-185.2303637
210	6.679634924	-191.2222604
211	7.075547206	-189.5199269
220	6.381311059	-195.5738717
221	6.680883392	-194.0408931
230	5.833167458	-200.0228223
231	6.282935812	-198.5843311
240	5.623822011	-204.5150025
241	5.981993147	-203.1139128
250	5.484545305	-208.8905981
251	5.67018966	-207.6302454
260	5.283063267	-213.1300051
261	5.420797385	-212.1534286
270	4.98956346	-217.8157817
280	4.719330341	-222.1616063
290	4.841994167	-227.2690932
300	4.727787155	-233.564642
310	5.915104988	-256.7516294
320	2.173106755	-311.599777
330	1.1039793	-254.5927994
340	1.274936283	-230.7879859
350	1.729721655	-238.6906061
360	1.429749412	-237.6489197
370	1.138947721	-228.1831737
380	1.088887426	-201.5901546
390	1.761875362	-166.8048773
400	3.968422227	-160.3947803
410	9.043447288	-208.7091346
420	9.125244627	-240.889224
430	7.506524904	-256.8704566
440	6.145730711	-269.9128902
450	5.281347273	-279.2325798
460	5.215078805	-286.5891166
470	4.671814443	-293.1956137
480	4.065987786	-298.8024199
490	3.783934205	-304.3057644
500	3.679918861	-309.3630628
501	3.698287256	-310.0429885
521	3.19588644	-318.6507003
541	2.98477304	-328.2208395
561	2.786967491	-337.0834747
581	2.636645739	-346.4956615
601	2.455638622	-356.421864
621	2.222531456	-367.0919313
641	1.791650867	-384.5738291
661	1.553082768	-375.3071278
681	1.539938443	-380.3524876
701	1.441154988	-383.2508111
721	1.048903598	-372.5669965
741	3.703612543	-363.7621346
761	3.6543212	-392.4076227
781	3.243959134	-408.4667155
801	2.859548458	-426.1203471
821	2.529875268	-438.0542252
841	2.413692309	-448.5946936
861	2.320558827	-457.6416445
881	2.274406881	-466.2652867
901	2.347151501	-473.5703171
921	2.323734117	-484.3369053
941	2.326724255	-493.8524732
961	2.30166112	-503.6784642
981	2.377534125	-512.6717117
1001	2.466347812	-522.1151543
